cm-1,AuNP_0,AuNP_15,AuNP_30,AuNP_60,AuNP_120
1056.0,2.049702908237341,2.053016936742715,2.0643996204585107,1.6519214413076422,1.6419985919950393
1057.0,2.055075504160564,2.056830373259166,2.0689908481527963,1.6596926902768725,1.6497490780151005
1058.0,2.058913072677152,2.060643809775617,2.0728168712313675,1.6648735229230258,1.657499564035161
1059.0,2.061983127490422,2.0636945589887783,2.075877689694224,1.6726447718922561,1.6652500500552219
1060.0,2.063518154897057,2.065982620898649,2.078173303541367,1.6804160208614862,1.6717087884052726
1061.0,2.064285668600375,2.066745308201939,2.078173303541367,1.6855968535076398,1.6768757790853133
1062.0,2.0627506411937397,2.065982620898649,2.0774080989256527,1.690777686153793,1.682042769765354
1063.0,2.0612156137871045,2.0636945589887783,2.0743472804627956,1.6959585187999466,1.6872097604453944
1064.0,2.058145558973834,2.0598811224723272,2.0705212573842244,1.6985489351230234,1.6910850034554246
1065.0,2.0535404767539287,2.0553049986525855,2.065164825074225,1.7037297677691767,1.6949602464654554
1066.0,2.0481678808307056,2.049203500226264,2.059043188148511,1.7089106004153303,1.6988354894754858
1067.0,2.042027771204165,2.0423393144966515,2.0521563466070827,1.711501016738407,1.702710732485516
1068.0,2.033585120467672,2.033949754160459,2.043739095834226,1.7140914330614836,1.7052942278255363
1069.0,2.0243749560278608,2.0255601938242664,2.0345566404456554,1.7166818493845604,1.7078777231655569
1070.0,2.013629764181415,2.014882571578203,2.02460898044137,1.7192722657076371,1.7091694708355667
1071.0,2.0013495449283334,2.00420494933214,2.012365706589942,1.7192722657076371,1.7091694708355667
1072.0,1.9883018119719347,1.9920019524794963,1.9993572281228003,1.7192722657076371,1.7091694708355667
1073.0,1.9744865653122181,1.977510893716982,1.9840531358085154,1.7192722657076371,1.7078777231655569
1074.0,1.9599038049491844,1.9622571476511774,1.9687490434942305,1.7166818493845604,1.7052942278255363
1075.0,1.9430185034761973,1.944715339675502,1.9511493373328028,1.711501016738407,1.702710732485516
1076.0,1.9253656882998933,1.925648157093246,1.9327844265556609,1.7037297677691767,1.6975437418054753
1077.0,1.9054103320136364,1.9058182872077,1.9128891065470905,1.6959585187999466,1.6910850034554246
1078.0,1.8846874620240615,1.8844630427155735,1.8922285819228062,1.6881872698307165,1.6846262651053738
1079.0,1.8616620509245343,1.8623451109201568,1.870037648067093,1.6804160208614862,1.6755840314153032
1080.0,1.8378691261216893,1.8387018045181596,1.8463163049799518,1.6726447718922561,1.6652500500552219
1081.0,1.8117736602088919,1.8127704362062917,1.8202993480456673,1.6622831065999493,1.6549160686951407
1082.0,1.7841431668894587,1.785313693287843,1.7919867772642406,1.6519214413076422,1.6419985919950393
1083.0,1.7549776461633908,1.7555688884595242,1.7613785926356709,1.636378943369182,1.626497619954918
1084.0,1.7235095843273702,1.7242987090246245,1.7284747941599585,1.6208364454307216,1.6097049002447859
1085.0,1.6897389813813968,1.6907404676798543,1.6940405864528176,1.6001131148461079,1.591620432864644
1086.0,1.654433351028788,1.6556568517285037,1.6580759695142482,1.579389784261494,1.5696607224744716
1087.0,1.6175926932695444,1.6190478611705725,1.6213461479599645,1.5586664536768802,1.546409264414289
1088.0,1.5799845218069832,1.5809134960060607,1.5838511217899667,1.5353527067691897,1.5205743110140864
1089.0,1.5416088366411043,1.5412537562349686,1.5448256863885401,1.5094485435384226,1.4947393576138834
1090.0,1.5009306103652726,1.5008313291605861,1.5050350463713997,1.4809539639845786,1.4650291612036503
1091.0,1.4594848703861234,1.4596462147829137,1.4629487925071165,1.4524593844307345,1.435318964793417
1092.0,1.4172716167036565,1.4169357257986608,1.420862538642833,1.4187839722307372,1.4030252730431636
1093.0,1.3735233356145546,1.3742252368144074,1.3772458755471213,1.3851085600307396,1.3694398336229
1094.0,1.3290075408221351,1.329989373223574,1.3336292124514095,1.354023564153819,1.3358543942026364
1095.0,1.2852592597330332,1.2865161969360308,1.2900125493556975,1.3177577356307448,1.2996854594423524
1096.0,1.2415109786439313,1.2422803333451973,1.2456306816442717,1.2840823234307475,1.2648082723520786
1097.0,1.1977626975548292,1.1980444697543637,1.2012488139328457,1.2478164949076733,1.2273475899217845
1098.0,1.1540144164657273,1.1545712934668204,1.1576321508371339,1.2115506663845992,1.1898869074914904
1099.0,1.1110336490799428,1.111098117179277,1.1140154877414221,1.175284837861525,1.1537179727312066
1100.0,1.0680528816941586,1.0691503154983144,1.0711640292614246,1.1416094256615277,1.1162572903009125
1101.0,1.0258396280116917,1.0279652011206417,1.0298429800128552,1.1053435971384535,1.0800883555406284
1102.0,0.9851614017358601,0.9867800867429692,0.9885219307642864,1.0690777686153794,1.0426276731103343
1103.0,0.9444831754600285,0.9471203469718772,0.9487312907471458,1.0328119400923053,1.0051669906800405
