cm-1,CB-5e-4_0,CB-5e-4_30,CB-5e-4_120,CB-5e-4_9001
1218.842,0.15450810883054625,0.14438612362387732,0.14595442922073262,0.14374017387549384
1220.771,0.1486772351888121,0.13809167904481545,0.1395763161232496,0.13758187195831817
1222.699,0.14400224973393672,0.132829925744389,0.13429469027522303,0.13250910618002196
1224.628,0.1407527306288186,0.1288724529774639,0.13038487342658145,0.12880142211179818
1226.557,0.13924990902644743,0.12654446291264126,0.1281719840862887,0.12678966184244167
1228.485,0.1399317467032709,0.12629134432183803,0.12811615859418846,0.12693946935851974
1230.414,0.1434763313398033,0.12881426351666125,0.1309600042345668,0.1299968674744376
1232.342,0.15097137128744895,0.1352516136393969,0.1379213987759325,0.13717825411735596
1234.271,0.16406682514394574,0.14734278156455252,0.15084794693943263,0.15032692137870468
1236.199,0.1850489677202669,0.16750314019458762,0.17227241602787868,0.17196432823199798
1238.128,0.2167589285917304,0.19872952677124836,0.20528236404576167,0.20516244852885057
1240.056,0.2623248727038999,0.24431601776612039,0.2531968709991566,0.2532185584067922
1241.985,0.3247085055850018,0.307370281442384,0.319052546909166,0.3191486780949416
1243.913,0.40608238001183633,0.3901694213928269,0.4049356903887797,0.4050239061553926
1245.842,0.5070317292902923,0.49333791964063706,0.5111433935187467,0.511142602195463
1247.771,0.625530544013052,0.614792629094722,0.6351257512995404,0.6349751862825397
1249.699,0.7556364989017251,0.7484017061216119,0.770152850509632,0.7698378099568343
1251.628,0.8860980416324715,0.88253154050246,0.9039466824141155,0.903510311707808
1253.556,0.99972233270982,0.9993936910966557,1.0182330789234315,1.017769123883829
1255.485,1.0753852986921626,1.0771500371684917,1.091226162518091,1.0908357676693665
1257.413,1.0944264939690607,1.0966298717149283,1.1046461184110996,1.1043947975392117
1259.342,1.049675589109292,1.050724373328729,1.0528907617862449,1.052803520878248
1261.27,0.9503244108907082,0.9492756266712712,0.9471092382137549,0.9471964791217521
1263.199,0.817589458625715,0.8142912344420536,0.8097625204375792,0.8100366676135738
1265.127,0.6748720279854157,0.6696774133657623,0.6644330065931061,0.6648888323781514
1267.056,0.5401023164293605,0.5335030549346041,0.5285666715886711,0.5291688262237487
1268.985,0.4233945512020636,0.4158023980054177,0.41164609625406456,0.41233328358250165
1270.913,0.3283323315130247,0.32001473132217256,0.3167552589344491,0.31746222622729425
1272.842,0.2543426303559273,0.2454429804830217,0.24301694217393693,0.24369103947296913
1274.77,0.1987480466117222,0.1893259837737447,0.1876071347489839,0.18821965272671357
1276.699,0.15811806151198787,0.14818551082895912,0.1470449048412165,0.1475893594459548
1278.627,0.12903211649886107,0.11856797997794206,0.11789717916639107,0.11838672004591032
1280.556,0.10844812278611997,0.09740677454400586,0.0971158927976492,0.09757219647972709
1282.484,0.09386080581459195,0.08216639510566894,0.08217957072366859,0.08262792438716406
1284.413,0.08333269769308405,0.07088577012869536,0.07113223369766597,0.07159389764365431
1286.342,0.07546265562839072,0.062152293667391924,0.06256844415770153,0.06305859676267368
1288.27,0.06930881317048287,0.055039855938955176,0.055572745809175005,0.05609896314829997
1290.199,0.06428479596564994,0.04901203055520655,0.049622837629146724,0.05018656091840561
1292.127,0.06005138142558596,0.043808516215298195,0.044474515361425965,0.045071334252883365
1294.056,0.05641721598188003,0.039334985756519045,0.04004418720470461,0.040663838514612784
1295.984,0.05326240057483631,0.035564630424111225,0.03630913227332574,0.03693817427226495
1297.913,0.05049282390178537,0.032475028635489976,0.03324494721132797,0.033868497101570694
